unique_id,seed,focal,code,site,treatment
BO_CL_10_2_GORO,6,Goodenia rosea,GORO,BO,CL
BO_CL_10_3_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_10_4_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_10_5_GORO,4,Goodenia rosea,GORO,BO,CL
BO_CL_10_6_GORO,2,Goodenia rosea,GORO,BO,CL
BO_CL_10_1_HYGL,11,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_10_2_HYGL,6,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_10_1_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_2_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_3_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_4_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_5_TRCY,42,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_6_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_7_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_8_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_9_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_10_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_11_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_12_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_13_TRCY,28,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_14_TRCY,26,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_15_TRCY,28,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_16_TRCY,40,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_17_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_18_TRCY,22,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_19_TRCY,48,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_20_TRCY,26,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_21_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_23_TRCY,16,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_25_TRCY,22,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_27_TRCY,18,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_28_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_29_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_31_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_1_PEAI,6,Pentameris airoides,PEAI,BO,CL
BO_CL_10_3_PEAI,34,Pentameris airoides,PEAI,BO,CL
BO_CL_10_4_PEAI,18,Pentameris airoides,PEAI,BO,CL
BO_CL_10_5_PEAI,46,Pentameris airoides,PEAI,BO,CL
BO_CL_10_7_PEAI,32,Pentameris airoides,PEAI,BO,CL
BO_CL_10_8_PEAI,80,Pentameris airoides,PEAI,BO,CL
BO_CL_10_10_PEAI,48,Pentameris airoides,PEAI,BO,CL
BO_CL_10_13_PEAI,76,Pentameris airoides,PEAI,BO,CL
BO_CL_10_16_PEAI,44,Pentameris airoides,PEAI,BO,CL
BO_CL_10_17_PEAI,104,Pentameris airoides,PEAI,BO,CL
BO_CL_10_23_PEAI,26,Pentameris airoides,PEAI,BO,CL
BO_CL_10_24_PEAI,24,Pentameris airoides,PEAI,BO,CL
BO_CL_10_25_PEAI,60,Pentameris airoides,PEAI,BO,CL
BO_CL_10_26_PEAI,24,Pentameris airoides,PEAI,BO,CL
BO_CL_10_28_PEAI,36,Pentameris airoides,PEAI,BO,CL
BO_CL_10_e1_GORO,0,Goodenia rosea,GORO,BO,CL
BO_CL_10_e7_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_e5_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_e3_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_e4_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_e1_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_e6_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_10_e1_PEAI,28,Pentameris airoides,PEAI,BO,CL
BO_CL_10_1_WAAC,0,Waitzia acuminata,WAAC,BO,CL
BO_CL_10_2_WAAC,0,Waitzia acuminata,WAAC,BO,CL
BO_CL_11_1_TRCY,20,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_11_2_TRCY,2,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_11_3_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_11_1_WAAC,0,Waitzia acuminata,WAAC,BO,CL
BO_CL_11_3_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_11_1_GORO,44,Goodenia rosea,GORO,BO,CL
BO_CL_11_2_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_11_3_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_11_11_CHPS,33,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_12_CHPS,43,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_14_CHPS,11,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_15_CHPS,32,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_16_CHPS,25,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_17_CHPS,1,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_24_CHPS,67,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_26_CHPS,41,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_33_CHPS,38,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_36_CHPS,47,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_39_CHPS,45,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_42_CHPS,61,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_44_CHPS,67,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_64_CHPS,22,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_66_CHPS,2,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_67_CHPS,12,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_69_CHPS,23,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_79_CHPS,120,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_80_CHPS,28,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_81_CHPS,59,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_85_CHPS,49,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_1_PEAI,38,Pentameris airoides,PEAI,BO,CL
BO_CL_11_2_PEAI,38,Pentameris airoides,PEAI,BO,CL
BO_CL_11_3_PEAI,42,Pentameris airoides,PEAI,BO,CL
BO_CL_11_6_PEAI,48,Pentameris airoides,PEAI,BO,CL
BO_CL_11_7_PEAI,64,Pentameris airoides,PEAI,BO,CL
BO_CL_11_9_PEAI,24,Pentameris airoides,PEAI,BO,CL
BO_CL_11_a69_CHPS,30,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_b69_CHPS,10,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_c69_CHPS,13,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_a85_CHPS,48,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_a80_CHPS,75,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_11_a1_PEAI,34,Pentameris airoides,PEAI,BO,CL
BO_CL_12_5_ACUL,14,Actinobole uliginosum,ACUL,BO,CL
BO_CL_12_3_CHPS,3,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_12_4_CHPS,13,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_12_1_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_2_TRCY,22,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_3_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_4_TRCY,18,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_6_TRCY,22,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_7_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_9_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_11_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_13_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_15_TROR,10,Trachymene ornata,TROR,BO,CL
BO_CL_12_17_TRCY,16,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_19_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_20_TRCY,22,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_21_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_22_TROR,14,Trachymene ornata,TROR,BO,CL
BO_CL_12_23_TRCY,16,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_25_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_26_TRCY,22,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_27_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_28_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_30_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_31_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_34_TRCY,28,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_35_TRCY,18,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_36_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_37_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_38_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_40_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_41_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_42_TRCY,22,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_43_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_44_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_45_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_47_TRCY,2,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_48_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_50_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_51_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_52_TRCY,16,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_53_TRCY,18,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_54_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_55_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_57_TRCY,2,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_59_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_60_TRCY,20,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_62_TRCY,2,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_64_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_65_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_66_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_67_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_68_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_1_PEAI,10,Pentameris airoides,PEAI,BO,CL
BO_CL_12_7_PEAI,18,Pentameris airoides,PEAI,BO,CL
BO_CL_12_8_PEAI,52,Pentameris airoides,PEAI,BO,CL
BO_CL_12_9_PEAI,34,Pentameris airoides,PEAI,BO,CL
BO_CL_12_10_PEAI,54,Pentameris airoides,PEAI,BO,CL
BO_CL_12_e1_TRCY,18,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e2_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e3_TRCY,30,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e4_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e6_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e8_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e9_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e10_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e7_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e5_TRCY,18,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_12_e4_PEAI,30,Pentameris airoides,PEAI,BO,CL
BO_CL_12_e3_PEAI,22,Pentameris airoides,PEAI,BO,CL
BO_CL_12_e2_PEAI,24,Pentameris airoides,PEAI,BO,CL
BO_CL_12_e1_PEAI,36,Pentameris airoides,PEAI,BO,CL
BO_CL_1_1_CHPS,12,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_1_2_CHPS,10,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_1_2_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_4_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_5_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_6_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_7_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_8_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_9_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_12_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_16_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_17_HYGL,13,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_18_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_19_HYGL,5,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_20_HYGL,9,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_21_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_1_e1_PEAI,34,Pentameris airoides,PEAI,BO,CL
BO_CL_1_e2_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_8_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_9_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_10_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_12_HYGL,6,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_14_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_17_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_18_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_19_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_20_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_21_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_22_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_25_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_26_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_27_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_29_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_32_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_33_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_34_HYGL,18,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_35_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_38_HYGL,8,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_4_GORO,7,Goodenia rosea,GORO,BO,CL
BO_CL_2_5_GORO,19,Goodenia rosea,GORO,BO,CL
BO_CL_2_e3_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_e1_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_2_e2_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_6_CHPS,25,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_3_5_GORO,2,Goodenia rosea,GORO,BO,CL
BO_CL_3_9_GORO,5,Goodenia rosea,GORO,BO,CL
BO_CL_3_10_GORO,8,Goodenia rosea,GORO,BO,CL
BO_CL_3_11_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_3_13_GORO,5,Goodenia rosea,GORO,BO,CL
BO_CL_3_14_GORO,6,Goodenia rosea,GORO,BO,CL
BO_CL_3_15_GORO,17,Goodenia rosea,GORO,BO,CL
BO_CL_3_16_GORO,5,Goodenia rosea,GORO,BO,CL
BO_CL_3_17_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_3_1_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_2_HYGL,10,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_3_HYGL,5,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_4_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_6_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_7_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_9_HYGL,23,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_12_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_13_HYGL,5,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_14_HYGL,11,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_15_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_16_HYGL,4,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_17_HYGL,61,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_3_18_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_4_1_TRCY,2,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_3_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_6_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_7_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_8_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_10_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_11_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_12_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_13_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_14_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_1_HYGL,33,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_4_2_HYGL,5,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_4_7_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_4_2_GORO,23,Goodenia rosea,GORO,BO,CL
BO_CL_4_8_GORO,5,Goodenia rosea,GORO,BO,CL
BO_CL_4_11_GORO,10,Goodenia rosea,GORO,BO,CL
BO_CL_4_12_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_4_15_GORO,2,Goodenia rosea,GORO,BO,CL
BO_CL_4_16_GORO,13,Goodenia rosea,GORO,BO,CL
BO_CL_4_17_GORO,12,Goodenia rosea,GORO,BO,CL
BO_CL_4_18_GORO,13,Goodenia rosea,GORO,BO,CL
BO_CL_4_19_GORO,11,Goodenia rosea,GORO,BO,CL
BO_CL_4_20_GORO,14,Goodenia rosea,GORO,BO,CL
BO_CL_4_21_GORO,6,Goodenia rosea,GORO,BO,CL
BO_CL_4_22_GORO,14,Goodenia rosea,GORO,BO,CL
BO_CL_4_24_GORO,18,Goodenia rosea,GORO,BO,CL
BO_CL_4_25_GORO,18,Goodenia rosea,GORO,BO,CL
BO_CL_4_e1_GORO,11,Goodenia rosea,GORO,BO,CL
BO_CL_4_e1_TRCY,2,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_e2_TRCY,2,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_4_e1_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_2_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_3_HYGL,4,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_4_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_5_HYGL,9,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_6_HYGL,6,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_9_HYGL,4,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_10_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_11_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_13_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_14_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_16_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_17_HYGL,4,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_20_HYGL,4,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_21_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_22_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_23_HYGL,6,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_24_HYGL,10,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_27_HYGL,1,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_28_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_29_HYGL,3,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_30_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_31_HYGL,24,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_33_HYGL,9,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_34_HYGL,6,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_35_HYGL,75,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_37_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_38_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_2_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_3_TRCY,10,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_4_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_5_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_6_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_7_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_8_TRCY,12,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_10_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_11_TRCY,8,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_12_TRCY,14,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_13_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_4_HYPO,12,Hypochaeris glabra,HYPO,BO,CL
BO_CL_5_2_PEAI,34,Pentameris airoides,PEAI,BO,CL
BO_CL_5_9_PEAI,26,Pentameris airoides,PEAI,BO,CL
BO_CL_5_1_GORO,0,Goodenia rosea,GORO,BO,CL
BO_CL_5_2_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_5_3_GORO,14,Goodenia rosea,GORO,BO,CL
BO_CL_5_4_GORO,12,Goodenia rosea,GORO,BO,CL
BO_CL_5_5_GORO,7,Goodenia rosea,GORO,BO,CL
BO_CL_5_6_GORO,7,Goodenia rosea,GORO,BO,CL
BO_CL_5_8_GORO,1,Goodenia rosea,GORO,BO,CL
BO_CL_5_e1_TRCY,6,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_e2_TRCY,4,Trachymene cyanopetala,TRCY,BO,CL
BO_CL_5_e3_HYGL,6,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_5_e4_HYGL,5,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_6_1_GORO,12,Goodenia rosea,GORO,BO,CL
BO_CL_6_2_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_6_3_GORO,11,Goodenia rosea,GORO,BO,CL
BO_CL_6_5_GORO,2,Goodenia rosea,GORO,BO,CL
BO_CL_6_6_GORO,16,Goodenia rosea,GORO,BO,CL
BO_CL_6_7_GORO,12,Goodenia rosea,GORO,BO,CL
BO_CL_6_8_GORO,2,Goodenia rosea,GORO,BO,CL
BO_CL_6_9_GORO,8,Goodenia rosea,GORO,BO,CL
BO_CL_6_10_GORO,3,Goodenia rosea,GORO,BO,CL
BO_CL_6_11_GORO,13,Goodenia rosea,GORO,BO,CL
BO_CL_6_12_GORO,10,Goodenia rosea,GORO,BO,CL
BO_CL_6_13_GORO,49,Goodenia rosea,GORO,BO,CL
BO_CL_6_14_GORO,10,Goodenia rosea,GORO,BO,CL
BO_CL_6_15_GORO,41,Goodenia rosea,GORO,BO,CL
BO_CL_6_16_GORO,16,Goodenia rosea,GORO,BO,CL
BO_CL_6_17_GORO,21,Goodenia rosea,GORO,BO,CL
BO_CL_6_18_GORO,2,Goodenia rosea,GORO,BO,CL
BO_CL_6_21_GORO,7,Goodenia rosea,GORO,BO,CL
BO_CL_6_22_GORO,8,Goodenia rosea,GORO,BO,CL
BO_CL_6_23_GORO,15,Goodenia rosea,GORO,BO,CL
BO_CL_6_24_GORO,5,Goodenia rosea,GORO,BO,CL
BO_CL_6_25_GORO,14,Goodenia rosea,GORO,BO,CL
BO_CL_6_27_GORO,4,Goodenia rosea,GORO,BO,CL
BO_CL_6_29_GORO,23,Goodenia rosea,GORO,BO,CL
BO_CL_6_31_GORO,0,Goodenia rosea,GORO,BO,CL
BO_CL_6_e1_GORO,2,Goodenia rosea,GORO,BO,CL
BO_CL_7_4_HYGL,7,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_7_5_HYGL,4,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_7_6_HYGL,0,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_7_8_HYGL,10,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_7_11_HYGL,11,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_7_12_HYGL,2,Hyalosperma glutinosum,HYGL,BO,CL
BO_CL_7_1_CHPS,22,Chthonocephalus pseudevax,CHPS,BO,CL
BO_CL_7_2_CHPS,33,Chthonocephalus pseudevax,CHPS,BO,CL
