unique_id,seed,focal,code,site,treatment
CA_CL_6_7_LARO,1,Lawrencella rosea,LARO,CA,CL
CA_CL_6_6_LARO,1,Lawrencella rosea,LARO,CA,CL
CA_CL_6_15_LARO,2,Lawrencella rosea,LARO,CA,CL
CA_CL_6_16_LARO,2,Lawrencella rosea,LARO,CA,CL
CA_CL_6_12_LARO,0,Lawrencella rosea,LARO,CA,CL
CA_CL_6_9_LARO,3,Lawrencella rosea,LARO,CA,CL
CA_CL_6_11_LARO,3,Lawrencella rosea,LARO,CA,CL
CA_CL_6_8_LARO,3,Lawrencella rosea,LARO,CA,CL
CA_CL_6_10_LARO,1,Lawrencella rosea,LARO,CA,CL
CA_CL_6_14_LARO,2,Lawrencella rosea,LARO,CA,CL
CA_CL_6_13_LARO,0,Lawrencella rosea,LARO,CA,CL
CA_CL_6_2_WAAC,0,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_4_WAAC,4,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_5_WAAC,0,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_6_WAAC,9,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_11_WAAC,0,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_12_WAAC,14,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_14_WAAC,0,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_15_WAAC,0,Waitzia acuminata,WAAC,CA,CL
CA_CL_6_e2_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e4_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e6_POLE,6,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e7_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e5_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e3_POLE,10,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e1_POLE,33,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e15_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_6_e10_TRCY,6,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_6_e13_TRCY,4,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_6_e14_TRCY,8,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_6_e11_TRCY,4,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_6_e12_TRCY,4,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_6_e1_TRIS,3,Triglochin isingiana,TRIS,CA,CL
CA_CL_7_1_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_3_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_6_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_7_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_8_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_9_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_15_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_17_TRCY,6,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_2_POLE,11,Podolepis lessonii,POLE,CA,CL
CA_CL_7_3_POLE,26,Podolepis lessonii,POLE,CA,CL
CA_CL_7_4_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_7_5_POLE,10,Podolepis lessonii,POLE,CA,CL
CA_CL_7_6_POLE,15,Podolepis lessonii,POLE,CA,CL
CA_CL_7_7_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_11_POLE,3,Podolepis lessonii,POLE,CA,CL
CA_CL_7_12_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_16_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_25_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_26_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_27_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_28_POLE,14,Podolepis lessonii,POLE,CA,CL
CA_CL_7_34_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_7_38_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_39_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_41_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_43_POLE,7,Podolepis lessonii,POLE,CA,CL
CA_CL_7_44_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_46_POLE,36,Podolepis lessonii,POLE,CA,CL
CA_CL_7_48_POLE,40,Podolepis lessonii,POLE,CA,CL
CA_CL_7_52_POLE,3,Podolepis lessonii,POLE,CA,CL
CA_CL_7_54_POLE,7,Podolepis lessonii,POLE,CA,CL
CA_CL_7_55_POLE,3,Podolepis lessonii,POLE,CA,CL
CA_CL_7_61_POLE,15,Podolepis lessonii,POLE,CA,CL
CA_CL_7_62_POLE,2,Podolepis lessonii,POLE,CA,CL
CA_CL_7_65_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_7_66_POLE,13,Podolepis lessonii,POLE,CA,CL
CA_CL_7_67_POLE,82,Podolepis lessonii,POLE,CA,CL
CA_CL_7_68_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_7_69_POLE,11,Podolepis lessonii,POLE,CA,CL
CA_CL_7_70_POLE,5,Podolepis lessonii,POLE,CA,CL
CA_CL_7_71_POLE,7,Podolepis lessonii,POLE,CA,CL
CA_CL_7_72_POLE,11,Podolepis lessonii,POLE,CA,CL
CA_CL_7_74_POLE,1,Podolepis lessonii,POLE,CA,CL
CA_CL_7_75_POLE,21,Podolepis lessonii,POLE,CA,CL
CA_CL_7_77_POLE,19,Podolepis lessonii,POLE,CA,CL
CA_CL_7_10_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_17_MIMY,1,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_21_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_28_MIMY,4,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_40_MIMY,18,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_44_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_72_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_75_MIMY,14,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_81_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_93_MIMY,10,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_99_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_103_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_109_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_112_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_114_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_119_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_136_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_181_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_188_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_195_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_203_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_220_MIMY,13,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_221_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_224_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_229_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_230_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_231_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_233_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_234_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_240_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_260_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_262_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_263_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_264_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_267_MIMY,14,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_268_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_271_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_278_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_289_MIMY,11,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_293_MIMY,4,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_306_MIMY,4,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_321_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_343_MIMY,1,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_345_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_356_MIMY,16,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_358_MIMY,14,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_368_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_7_5_LARO,3,Lawrencella rosea,LARO,CA,CL
CA_CL_7_4_LARO,2,Lawrencella rosea,LARO,CA,CL
CA_CL_7_8_LARO,0,Lawrencella rosea,LARO,CA,CL
CA_CL_7_7_LARO,0,Lawrencella rosea,LARO,CA,CL
CA_CL_7_6_LARO,0,Lawrencella rosea,LARO,CA,CL
CA_CL_7_3_LARO,4,Lawrencella rosea,LARO,CA,CL
CA_CL_7_2_LARO,2,Lawrencella rosea,LARO,CA,CL
CA_CL_7_1_LARO,2,Lawrencella rosea,LARO,CA,CL
CA_CL_7_1_WAAC,2,Waitzia acuminata,WAAC,CA,CL
CA_CL_7_2_WAAC,0,Waitzia acuminata,WAAC,CA,CL
CA_CL_7_5_WAAC,1,Waitzia acuminata,WAAC,CA,CL
CA_CL_7_e1_POLE,13,Podolepis lessonii,POLE,CA,CL
CA_CL_7_e2_POLE,49,Podolepis lessonii,POLE,CA,CL
CA_CL_7_e4_POLE,29,Podolepis lessonii,POLE,CA,CL
CA_CL_7_e1_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e2_TRCY,4,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e4_TRCY,4,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e7_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e8_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e9_TRCY,4,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e5_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e6_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_7_e1_POAR,12,Podolepis aristata,POAR,CA,CL
CA_CL_7_4_DAGL,4,Daucus glochidiatus,DAGL,CA,CL
CA_CL_7_4_BLDR,0,Blennospora drummondii,BLDR,CA,CL
CA_CL_8_1_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_8_2_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_8_5_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_8_7_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_8_8_TRCY,4,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_8_1_POLE,3,Podolepis lessonii,POLE,CA,CL
CA_CL_8_4_POLE,52,Podolepis lessonii,POLE,CA,CL
CA_CL_8_6_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_7_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_8_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_9_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_10_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_12_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_13_POLE,30,Podolepis lessonii,POLE,CA,CL
CA_CL_8_14_POLE,11,Podolepis lessonii,POLE,CA,CL
CA_CL_8_16_POLE,18,Podolepis lessonii,POLE,CA,CL
CA_CL_8_17_POLE,58,Podolepis lessonii,POLE,CA,CL
CA_CL_8_18_POLE,1,Podolepis lessonii,POLE,CA,CL
CA_CL_8_19_POLE,11,Podolepis lessonii,POLE,CA,CL
CA_CL_8_20_POLE,12,Podolepis lessonii,POLE,CA,CL
CA_CL_8_21_POLE,24,Podolepis lessonii,POLE,CA,CL
CA_CL_8_24_POLE,19,Podolepis lessonii,POLE,CA,CL
CA_CL_8_25_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_26_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_27_POLE,6,Podolepis lessonii,POLE,CA,CL
CA_CL_8_28_POLE,25,Podolepis lessonii,POLE,CA,CL
CA_CL_8_29_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_30_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_31_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_33_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_8_34_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_35_POLE,10,Podolepis lessonii,POLE,CA,CL
CA_CL_8_36_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_37_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_38_POLE,7,Podolepis lessonii,POLE,CA,CL
CA_CL_8_39_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_40_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_41_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_8_42_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_43_POLE,8,Podolepis lessonii,POLE,CA,CL
CA_CL_8_44_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_45_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_46_POLE,33,Podolepis lessonii,POLE,CA,CL
CA_CL_8_47_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_48_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_49_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_50_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_51_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_53_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_54_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_55_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_56_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_57_POLE,14,Podolepis lessonii,POLE,CA,CL
CA_CL_8_58_POLE,12,Podolepis lessonii,POLE,CA,CL
CA_CL_8_59_POLE,18,Podolepis lessonii,POLE,CA,CL
CA_CL_8_60_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_61_POLE,12,Podolepis lessonii,POLE,CA,CL
CA_CL_8_62_POLE,8,Podolepis lessonii,POLE,CA,CL
CA_CL_8_65_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_8_66_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_67_POLE,38,Podolepis lessonii,POLE,CA,CL
CA_CL_8_69_POLE,2,Podolepis lessonii,POLE,CA,CL
CA_CL_8_70_POLE,20,Podolepis lessonii,POLE,CA,CL
CA_CL_8_71_POLE,15,Podolepis lessonii,POLE,CA,CL
CA_CL_8_72_POLE,29,Podolepis lessonii,POLE,CA,CL
CA_CL_8_73_POLE,21,Podolepis lessonii,POLE,CA,CL
CA_CL_8_74_POLE,6,Podolepis lessonii,POLE,CA,CL
CA_CL_8_75_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_78_POLE,23,Podolepis lessonii,POLE,CA,CL
CA_CL_8_80_POLE,31,Podolepis lessonii,POLE,CA,CL
CA_CL_8_81_POLE,33,Podolepis lessonii,POLE,CA,CL
CA_CL_8_82_POLE,13,Podolepis lessonii,POLE,CA,CL
CA_CL_8_83_POLE,54,Podolepis lessonii,POLE,CA,CL
CA_CL_8_84_POLE,6,Podolepis lessonii,POLE,CA,CL
CA_CL_8_1_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_2_MIMY,7,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_7_MIMY,11,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_12_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_14_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_18_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_22_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_25_MIMY,10,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_36_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_37_MIMY,19,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_46_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_50_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_53_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_67_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_77_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_86_MIMY,12,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_89_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_90_MIMY,11,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_105_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_109_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_115_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_117_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_125_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_130_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_134_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_140_MIMY,1,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_148_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_153_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_154_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_156_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_167_MIMY,1,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_173_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_176_MIMY,1,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_177_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_179_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_190_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_210_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_234_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_242_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_245_MIMY,1,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_248_MIMY,4,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_252_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_257_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_260_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_261_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_267_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_273_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_280_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_288_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_298_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_300_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_310_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_311_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_312_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_314_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_315_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_317_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_327_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_330_MIMY,5,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_332_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_8_1_LARO,4,Lawrencella rosea,LARO,CA,CL
CA_CL_8_5_LARO,0,Lawrencella rosea,LARO,CA,CL
CA_CL_8_4_LARO,6,Lawrencella rosea,LARO,CA,CL
CA_CL_8_11_LARO,3,Lawrencella rosea,LARO,CA,CL
CA_CL_8_10_LARO,0,Lawrencella rosea,LARO,CA,CL
CA_CL_8_9_LARO,4,Lawrencella rosea,LARO,CA,CL
CA_CL_8_2_LARO,4,Lawrencella rosea,LARO,CA,CL
CA_CL_8_8_LARO,2,Lawrencella rosea,LARO,CA,CL
CA_CL_8_3_LARO,4,Lawrencella rosea,LARO,CA,CL
CA_CL_8_6_LARO,4,Lawrencella rosea,LARO,CA,CL
CA_CL_8_7_LARO,6,Lawrencella rosea,LARO,CA,CL
CA_CL_8_1_WAAC,8,Waitzia acuminata,WAAC,CA,CL
CA_CL_8_3_HYGL,1,Hyalosperma glutinosum,HYGL,CA,CL
CA_CL_8_4_HYGL,7,Hyalosperma glutinosum,HYGL,CA,CL
CA_CL_8_12_LARO,3,Lawrencella rosea,LARO,CA,CL
CA_CL_8_e3_POLE,8,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e4_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e5_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e2_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e1_POLE,11,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e14_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_8_e15_POLE,7,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e10_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e19_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e18_POLE,11,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e17_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e16_POLE,22,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e9_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e8_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e12_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e11_POLE,6,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e13_POLE,18,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e7_POLE,3,Podolepis lessonii,POLE,CA,CL
CA_CL_8_e6_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_2_TRCY,2,Trachymene cyanopetala,TRCY,CA,CL
CA_CL_9_1_POLE,7,Podolepis lessonii,POLE,CA,CL
CA_CL_9_3_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_4_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_6_POLE,12,Podolepis lessonii,POLE,CA,CL
CA_CL_9_7_POLE,1,Podolepis lessonii,POLE,CA,CL
CA_CL_9_9_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_9_10_POLE,21,Podolepis lessonii,POLE,CA,CL
CA_CL_9_11_POLE,14,Podolepis lessonii,POLE,CA,CL
CA_CL_9_13_POLE,8,Podolepis lessonii,POLE,CA,CL
CA_CL_9_15_POLE,6,Podolepis lessonii,POLE,CA,CL
CA_CL_9_17_POLE,10,Podolepis lessonii,POLE,CA,CL
CA_CL_9_19_POLE,12,Podolepis lessonii,POLE,CA,CL
CA_CL_9_23_POLE,4,Podolepis lessonii,POLE,CA,CL
CA_CL_9_27_POLE,8,Podolepis lessonii,POLE,CA,CL
CA_CL_9_35_POLE,6,Podolepis lessonii,POLE,CA,CL
CA_CL_9_39_POLE,24,Podolepis lessonii,POLE,CA,CL
CA_CL_9_41_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_43_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_46_POLE,12,Podolepis lessonii,POLE,CA,CL
CA_CL_9_50_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_51_POLE,10,Podolepis lessonii,POLE,CA,CL
CA_CL_9_60_POLE,36,Podolepis lessonii,POLE,CA,CL
CA_CL_9_65_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_68_POLE,21,Podolepis lessonii,POLE,CA,CL
CA_CL_9_79_POLE,16,Podolepis lessonii,POLE,CA,CL
CA_CL_9_80_POLE,9,Podolepis lessonii,POLE,CA,CL
CA_CL_9_81_POLE,3,Podolepis lessonii,POLE,CA,CL
CA_CL_9_83_POLE,13,Podolepis lessonii,POLE,CA,CL
CA_CL_9_85_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_86_POLE,0,Podolepis lessonii,POLE,CA,CL
CA_CL_9_87_POLE,20,Podolepis lessonii,POLE,CA,CL
CA_CL_9_89_POLE,14,Podolepis lessonii,POLE,CA,CL
CA_CL_9_91_POLE,8,Podolepis lessonii,POLE,CA,CL
CA_CL_9_2_MIMY,27,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_5_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_7_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_8_MIMY,16,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_9_MIMY,14,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_10_MIMY,2,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_23_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_28_MIMY,7,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_30_MIMY,6,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_42_MIMY,9,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_48_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_52_MIMY,23,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_74_MIMY,4,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_87_MIMY,3,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_89_MIMY,0,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_100_MIMY,8,Millotia myosotidifolia,MIMY,CA,CL
CA_CL_9_124_MIMY,21,Millotia myosotidifolia,MIMY,CA,CL
